sample,rgb,dmg,und,bkg,rgb_ok,dmg_ok,und_ok,bkg_ok,size_match
cl74vxaih3xu70709h5ay5mm5,/home/shared-data/AnnotierteBilder/cl74vxaih3xu70709h5ay5mm5/cl74vxaih3xu70709h5ay5mm5.jpg,/home/shared-data/AnnotierteBilder/cl74vxaih3xu70709h5ay5mm5/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl74vxaih3xu70709h5ay5mm5/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl74vxaih3xu70709h5ay5mm5/background.png,True,True,True,True,True
cl4792sxu0i3m07687zlu2rnn,/home/shared-data/AnnotierteBilder/cl4792sxu0i3m07687zlu2rnn/cl4792sxu0i3m07687zlu2rnn.jpg,/home/shared-data/AnnotierteBilder/cl4792sxu0i3m07687zlu2rnn/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4792sxu0i3m07687zlu2rnn/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4792sxu0i3m07687zlu2rnn/background.png,True,True,True,True,True
cl42whh6mh7bq076k6f306asg,/home/shared-data/AnnotierteBilder/cl42whh6mh7bq076k6f306asg/cl42whh6mh7bq076k6f306asg.jpg,/home/shared-data/AnnotierteBilder/cl42whh6mh7bq076k6f306asg/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl42whh6mh7bq076k6f306asg/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl42whh6mh7bq076k6f306asg/background.png,True,True,True,True,True
cl49zyzff78jd077k84w14rrd,/home/shared-data/AnnotierteBilder/cl49zyzff78jd077k84w14rrd/cl49zyzff78jd077k84w14rrd.jpg,/home/shared-data/AnnotierteBilder/cl49zyzff78jd077k84w14rrd/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl49zyzff78jd077k84w14rrd/background.png,True,True,,True,True
cl262c9zr02ho107b4waceqy1,/home/shared-data/AnnotierteBilder/cl262c9zr02ho107b4waceqy1/cl262c9zr02ho107b4waceqy1.jpg,/home/shared-data/AnnotierteBilder/cl262c9zr02ho107b4waceqy1/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl262c9zr02ho107b4waceqy1/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl262c9zr02ho107b4waceqy1/background.png,True,True,True,True,True
cl2rd7lko08rd07ave2c37crm,/home/shared-data/AnnotierteBilder/cl2rd7lko08rd07ave2c37crm/cl2rd7lko08rd07ave2c37crm.jpg,/home/shared-data/AnnotierteBilder/cl2rd7lko08rd07ave2c37crm/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2rd7lko08rd07ave2c37crm/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2rd7lko08rd07ave2c37crm/background.png,True,True,True,True,True
cl74rb49u1jao070f3lnw6ale,/home/shared-data/AnnotierteBilder/cl74rb49u1jao070f3lnw6ale/cl74rb49u1jao070f3lnw6ale.jpg,/home/shared-data/AnnotierteBilder/cl74rb49u1jao070f3lnw6ale/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl74rb49u1jao070f3lnw6ale/background.png,True,True,,True,True
cl3rm4twwv44b073geantf8um,/home/shared-data/AnnotierteBilder/cl3rm4twwv44b073geantf8um/cl3rm4twwv44b073geantf8um.jpg,/home/shared-data/AnnotierteBilder/cl3rm4twwv44b073geantf8um/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rm4twwv44b073geantf8um/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rm4twwv44b073geantf8um/background.png,True,True,True,True,True
cl7cf53qecr0807yr0jcs6xtx,/home/shared-data/AnnotierteBilder/cl7cf53qecr0807yr0jcs6xtx/cl7cf53qecr0807yr0jcs6xtx.jpg,/home/shared-data/AnnotierteBilder/cl7cf53qecr0807yr0jcs6xtx/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cf53qecr0807yr0jcs6xtx/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cf53qecr0807yr0jcs6xtx/background.png,True,True,True,True,True
cl4773fls032w074m2utwdkk8,/home/shared-data/AnnotierteBilder/cl4773fls032w074m2utwdkk8/cl4773fls032w074m2utwdkk8.jpg,/home/shared-data/AnnotierteBilder/cl4773fls032w074m2utwdkk8/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4773fls032w074m2utwdkk8/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4773fls032w074m2utwdkk8/background.png,True,True,True,True,True
cl61lr4docgzm07184ak1d56c,/home/shared-data/AnnotierteBilder/cl61lr4docgzm07184ak1d56c/cl61lr4docgzm07184ak1d56c.jpg,/home/shared-data/AnnotierteBilder/cl61lr4docgzm07184ak1d56c/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl61lr4docgzm07184ak1d56c/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl61lr4docgzm07184ak1d56c/background.png,True,True,True,True,True
cl2x7iwgo6k7u079z46mlelf2,/home/shared-data/AnnotierteBilder/cl2x7iwgo6k7u079z46mlelf2/cl2x7iwgo6k7u079z46mlelf2.jpg,/home/shared-data/AnnotierteBilder/cl2x7iwgo6k7u079z46mlelf2/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2x7iwgo6k7u079z46mlelf2/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2x7iwgo6k7u079z46mlelf2/background.png,True,True,True,True,True
cl6dyxwwd17zg07rsf3wkhpfe,/home/shared-data/AnnotierteBilder/cl6dyxwwd17zg07rsf3wkhpfe/cl6dyxwwd17zg07rsf3wkhpfe.jpg,/home/shared-data/AnnotierteBilder/cl6dyxwwd17zg07rsf3wkhpfe/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6dyxwwd17zg07rsf3wkhpfe/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6dyxwwd17zg07rsf3wkhpfe/background.png,True,True,True,True,True
cl6nz4zmr122g073dalma28c3,/home/shared-data/AnnotierteBilder/cl6nz4zmr122g073dalma28c3/cl6nz4zmr122g073dalma28c3.jpg,/home/shared-data/AnnotierteBilder/cl6nz4zmr122g073dalma28c3/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nz4zmr122g073dalma28c3/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nz4zmr122g073dalma28c3/background.png,True,True,True,True,True
cl42s1hfq04e7072kahik7tb7,/home/shared-data/AnnotierteBilder/cl42s1hfq04e7072kahik7tb7/cl42s1hfq04e7072kahik7tb7.jpg,/home/shared-data/AnnotierteBilder/cl42s1hfq04e7072kahik7tb7/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl42s1hfq04e7072kahik7tb7/undamaged_metal.png,,True,True,True,,True
cl577qadu72xe07z15hf645cg,/home/shared-data/AnnotierteBilder/cl577qadu72xe07z15hf645cg/cl577qadu72xe07z15hf645cg.jpg,/home/shared-data/AnnotierteBilder/cl577qadu72xe07z15hf645cg/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl577qadu72xe07z15hf645cg/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl577qadu72xe07z15hf645cg/background.png,True,True,True,True,True
cl5zkmndjm13b071a36drgwcg,/home/shared-data/AnnotierteBilder/cl5zkmndjm13b071a36drgwcg/cl5zkmndjm13b071a36drgwcg.jpg,/home/shared-data/AnnotierteBilder/cl5zkmndjm13b071a36drgwcg/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zkmndjm13b071a36drgwcg/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zkmndjm13b071a36drgwcg/background.png,True,True,True,True,True
cl6o2oa391r8908z7hfd4578h,/home/shared-data/AnnotierteBilder/cl6o2oa391r8908z7hfd4578h/cl6o2oa391r8908z7hfd4578h.jpg,/home/shared-data/AnnotierteBilder/cl6o2oa391r8908z7hfd4578h/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6o2oa391r8908z7hfd4578h/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6o2oa391r8908z7hfd4578h/background.png,True,True,True,True,True
cl4w05eib47f307xsa1ml0kfd,/home/shared-data/AnnotierteBilder/cl4w05eib47f307xsa1ml0kfd/cl4w05eib47f307xsa1ml0kfd.jpg,/home/shared-data/AnnotierteBilder/cl4w05eib47f307xsa1ml0kfd/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4w05eib47f307xsa1ml0kfd/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4w05eib47f307xsa1ml0kfd/background.png,True,True,True,True,True
cl61ks4997gba070qfmot40sp,/home/shared-data/AnnotierteBilder/cl61ks4997gba070qfmot40sp/cl61ks4997gba070qfmot40sp.jpg,/home/shared-data/AnnotierteBilder/cl61ks4997gba070qfmot40sp/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl61ks4997gba070qfmot40sp/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl61ks4997gba070qfmot40sp/background.png,True,True,True,True,True
cl4773g9z0421078w4hu2ho5m,/home/shared-data/AnnotierteBilder/cl4773g9z0421078w4hu2ho5m/cl4773g9z0421078w4hu2ho5m.jpg,/home/shared-data/AnnotierteBilder/cl4773g9z0421078w4hu2ho5m/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl4773g9z0421078w4hu2ho5m/background.png,True,True,,True,True
cl2m2bpgzdjgc0z9ldfn9c1qs,/home/shared-data/AnnotierteBilder/cl2m2bpgzdjgc0z9ldfn9c1qs/cl2m2bpgzdjgc0z9ldfn9c1qs.jpg,/home/shared-data/AnnotierteBilder/cl2m2bpgzdjgc0z9ldfn9c1qs/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2m2bpgzdjgc0z9ldfn9c1qs/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2m2bpgzdjgc0z9ldfn9c1qs/background.png,True,True,True,True,True
cl3rj3ppozg76074dbq01hue6,/home/shared-data/AnnotierteBilder/cl3rj3ppozg76074dbq01hue6/cl3rj3ppozg76074dbq01hue6.jpg,/home/shared-data/AnnotierteBilder/cl3rj3ppozg76074dbq01hue6/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rj3ppozg76074dbq01hue6/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rj3ppozg76074dbq01hue6/background.png,True,True,True,True,True
cl3rpmvlixv39076mbogw8md3,/home/shared-data/AnnotierteBilder/cl3rpmvlixv39076mbogw8md3/cl3rpmvlixv39076mbogw8md3.jpg,/home/shared-data/AnnotierteBilder/cl3rpmvlixv39076mbogw8md3/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rpmvlixv39076mbogw8md3/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rpmvlixv39076mbogw8md3/background.png,True,True,True,True,True
cl6dxm8ny0x9707vh43q22g6e,/home/shared-data/AnnotierteBilder/cl6dxm8ny0x9707vh43q22g6e/cl6dxm8ny0x9707vh43q22g6e.jpg,/home/shared-data/AnnotierteBilder/cl6dxm8ny0x9707vh43q22g6e/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6dxm8ny0x9707vh43q22g6e/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6dxm8ny0x9707vh43q22g6e/background.png,True,True,True,True,True
cl4vwgruu3vb407xs2xvsgeuq,/home/shared-data/AnnotierteBilder/cl4vwgruu3vb407xs2xvsgeuq/cl4vwgruu3vb407xs2xvsgeuq.jpg,/home/shared-data/AnnotierteBilder/cl4vwgruu3vb407xs2xvsgeuq/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4vwgruu3vb407xs2xvsgeuq/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4vwgruu3vb407xs2xvsgeuq/background.png,True,True,True,True,True
cl5zyou4nn42i07xp8uiv84fu,/home/shared-data/AnnotierteBilder/cl5zyou4nn42i07xp8uiv84fu/cl5zyou4nn42i07xp8uiv84fu.jpg,/home/shared-data/AnnotierteBilder/cl5zyou4nn42i07xp8uiv84fu/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zyou4nn42i07xp8uiv84fu/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zyou4nn42i07xp8uiv84fu/background.png,True,True,True,True,True
cl3sszysuem1c086gaocxcygn,/home/shared-data/AnnotierteBilder/cl3sszysuem1c086gaocxcygn/cl3sszysuem1c086gaocxcygn.jpg,/home/shared-data/AnnotierteBilder/cl3sszysuem1c086gaocxcygn/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3sszysuem1c086gaocxcygn/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3sszysuem1c086gaocxcygn/background.png,True,True,True,True,True
cl479z70t0qlo088x1usdh1n3,/home/shared-data/AnnotierteBilder/cl479z70t0qlo088x1usdh1n3/cl479z70t0qlo088x1usdh1n3.jpg,/home/shared-data/AnnotierteBilder/cl479z70t0qlo088x1usdh1n3/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl479z70t0qlo088x1usdh1n3/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl479z70t0qlo088x1usdh1n3/background.png,True,True,True,True,True
cl5a29io665x007283t3228m1,/home/shared-data/AnnotierteBilder/cl5a29io665x007283t3228m1/cl5a29io665x007283t3228m1.jpg,/home/shared-data/AnnotierteBilder/cl5a29io665x007283t3228m1/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5a29io665x007283t3228m1/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5a29io665x007283t3228m1/background.png,True,True,True,True,True
cl3w0y43t037g087z9nzjbbpl,/home/shared-data/AnnotierteBilder/cl3w0y43t037g087z9nzjbbpl/cl3w0y43t037g087z9nzjbbpl.jpg,/home/shared-data/AnnotierteBilder/cl3w0y43t037g087z9nzjbbpl/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w0y43t037g087z9nzjbbpl/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w0y43t037g087z9nzjbbpl/background.png,True,True,True,True,True
cl1uxf4f90l1h0z85awts3xis,/home/shared-data/AnnotierteBilder/cl1uxf4f90l1h0z85awts3xis/cl1uxf4f90l1h0z85awts3xis.jpg,/home/shared-data/AnnotierteBilder/cl1uxf4f90l1h0z85awts3xis/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl1uxf4f90l1h0z85awts3xis/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl1uxf4f90l1h0z85awts3xis/background.png,True,True,True,True,True
cl4305qix04vj075bfz174wjo,/home/shared-data/AnnotierteBilder/cl4305qix04vj075bfz174wjo/cl4305qix04vj075bfz174wjo.jpg,/home/shared-data/AnnotierteBilder/cl4305qix04vj075bfz174wjo/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4305qix04vj075bfz174wjo/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4305qix04vj075bfz174wjo/background.png,True,True,True,True,True
cl4ww6i1u02lt0808b8s7grwk,/home/shared-data/AnnotierteBilder/cl4ww6i1u02lt0808b8s7grwk/cl4ww6i1u02lt0808b8s7grwk.jpg,/home/shared-data/AnnotierteBilder/cl4ww6i1u02lt0808b8s7grwk/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4ww6i1u02lt0808b8s7grwk/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4ww6i1u02lt0808b8s7grwk/background.png,True,True,True,True,True
cl3k52i1y02fm0761hqka45dv,/home/shared-data/AnnotierteBilder/cl3k52i1y02fm0761hqka45dv/cl3k52i1y02fm0761hqka45dv.jpg,/home/shared-data/AnnotierteBilder/cl3k52i1y02fm0761hqka45dv/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k52i1y02fm0761hqka45dv/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k52i1y02fm0761hqka45dv/background.png,True,True,True,True,True
cl3ssv6o486ut073gfuvpgjvl,/home/shared-data/AnnotierteBilder/cl3ssv6o486ut073gfuvpgjvl/cl3ssv6o486ut073gfuvpgjvl.jpg,/home/shared-data/AnnotierteBilder/cl3ssv6o486ut073gfuvpgjvl/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3ssv6o486ut073gfuvpgjvl/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3ssv6o486ut073gfuvpgjvl/background.png,True,True,True,True,True
cl42zqs2wiygz075gc2f18s5n,/home/shared-data/AnnotierteBilder/cl42zqs2wiygz075gc2f18s5n/cl42zqs2wiygz075gc2f18s5n.jpg,/home/shared-data/AnnotierteBilder/cl42zqs2wiygz075gc2f18s5n/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl42zqs2wiygz075gc2f18s5n/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl42zqs2wiygz075gc2f18s5n/background.png,True,True,True,True,True
cl6nyolsx10nf08xdffpsgcdj,/home/shared-data/AnnotierteBilder/cl6nyolsx10nf08xdffpsgcdj/cl6nyolsx10nf08xdffpsgcdj.jpg,/home/shared-data/AnnotierteBilder/cl6nyolsx10nf08xdffpsgcdj/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nyolsx10nf08xdffpsgcdj/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nyolsx10nf08xdffpsgcdj/background.png,True,True,True,True,True
cl7cbw3txc0ao08xn3b3qbjjj,/home/shared-data/AnnotierteBilder/cl7cbw3txc0ao08xn3b3qbjjj/cl7cbw3txc0ao08xn3b3qbjjj.jpg,/home/shared-data/AnnotierteBilder/cl7cbw3txc0ao08xn3b3qbjjj/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cbw3txc0ao08xn3b3qbjjj/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cbw3txc0ao08xn3b3qbjjj/background.png,True,True,True,True,True
cl72ra7ldcgl1083ea92f9exm,/home/shared-data/AnnotierteBilder/cl72ra7ldcgl1083ea92f9exm/cl72ra7ldcgl1083ea92f9exm.jpg,/home/shared-data/AnnotierteBilder/cl72ra7ldcgl1083ea92f9exm/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl72ra7ldcgl1083ea92f9exm/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl72ra7ldcgl1083ea92f9exm/background.png,True,True,True,True,True
cl44bu9ej025w087jgpgw43k4,/home/shared-data/AnnotierteBilder/cl44bu9ej025w087jgpgw43k4/cl44bu9ej025w087jgpgw43k4.jpg,/home/shared-data/AnnotierteBilder/cl44bu9ej025w087jgpgw43k4/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl44bu9ej025w087jgpgw43k4/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl44bu9ej025w087jgpgw43k4/background.png,True,True,True,True,True
cl5zl4p9qlsqj07xp2xs9gqvd,/home/shared-data/AnnotierteBilder/cl5zl4p9qlsqj07xp2xs9gqvd/cl5zl4p9qlsqj07xp2xs9gqvd.jpg,/home/shared-data/AnnotierteBilder/cl5zl4p9qlsqj07xp2xs9gqvd/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zl4p9qlsqj07xp2xs9gqvd/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zl4p9qlsqj07xp2xs9gqvd/background.png,True,True,True,True,True
cl4bc7eqighuk079den4x1kcb,/home/shared-data/AnnotierteBilder/cl4bc7eqighuk079den4x1kcb/cl4bc7eqighuk079den4x1kcb.jpg,/home/shared-data/AnnotierteBilder/cl4bc7eqighuk079den4x1kcb/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl4bc7eqighuk079den4x1kcb/background.png,True,True,,True,True
cl6bjxhr3g0a2071f1r7pgxy4,/home/shared-data/AnnotierteBilder/cl6bjxhr3g0a2071f1r7pgxy4/cl6bjxhr3g0a2071f1r7pgxy4.jpg,/home/shared-data/AnnotierteBilder/cl6bjxhr3g0a2071f1r7pgxy4/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6bjxhr3g0a2071f1r7pgxy4/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6bjxhr3g0a2071f1r7pgxy4/background.png,True,True,True,True,True
cl6bldy04h7xk071f2r2k6h9s,/home/shared-data/AnnotierteBilder/cl6bldy04h7xk071f2r2k6h9s/cl6bldy04h7xk071f2r2k6h9s.jpg,/home/shared-data/AnnotierteBilder/cl6bldy04h7xk071f2r2k6h9s/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6bldy04h7xk071f2r2k6h9s/undamaged_metal.png,,True,True,True,,True
cl606x30v01lt07zc396s92k9,/home/shared-data/AnnotierteBilder/cl606x30v01lt07zc396s92k9/cl606x30v01lt07zc396s92k9.jpg,/home/shared-data/AnnotierteBilder/cl606x30v01lt07zc396s92k9/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl606x30v01lt07zc396s92k9/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl606x30v01lt07zc396s92k9/background.png,True,True,True,True,True
cl74uzhww7z13071t7zb56zx3,/home/shared-data/AnnotierteBilder/cl74uzhww7z13071t7zb56zx3/cl74uzhww7z13071t7zb56zx3.jpg,/home/shared-data/AnnotierteBilder/cl74uzhww7z13071t7zb56zx3/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl74uzhww7z13071t7zb56zx3/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl74uzhww7z13071t7zb56zx3/background.png,True,True,True,True,True
cl7g85p8r5v5407yl6drj1yqi,/home/shared-data/AnnotierteBilder/cl7g85p8r5v5407yl6drj1yqi/cl7g85p8r5v5407yl6drj1yqi.jpg,/home/shared-data/AnnotierteBilder/cl7g85p8r5v5407yl6drj1yqi/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7g85p8r5v5407yl6drj1yqi/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7g85p8r5v5407yl6drj1yqi/background.png,True,True,True,True,True
cl3w28gda06mc079reyhtea1f,/home/shared-data/AnnotierteBilder/cl3w28gda06mc079reyhtea1f/cl3w28gda06mc079reyhtea1f.jpg,/home/shared-data/AnnotierteBilder/cl3w28gda06mc079reyhtea1f/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w28gda06mc079reyhtea1f/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w28gda06mc079reyhtea1f/background.png,True,True,True,True,True
cl3k4rjjv1ztm079g10t0fzly,/home/shared-data/AnnotierteBilder/cl3k4rjjv1ztm079g10t0fzly/cl3k4rjjv1ztm079g10t0fzly.jpg,/home/shared-data/AnnotierteBilder/cl3k4rjjv1ztm079g10t0fzly/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k4rjjv1ztm079g10t0fzly/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k4rjjv1ztm079g10t0fzly/background.png,True,True,True,True,True
cl2ouk5ku07bh0z94dkot9gag,/home/shared-data/AnnotierteBilder/cl2ouk5ku07bh0z94dkot9gag/cl2ouk5ku07bh0z94dkot9gag.jpg,/home/shared-data/AnnotierteBilder/cl2ouk5ku07bh0z94dkot9gag/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl2ouk5ku07bh0z94dkot9gag/background.png,True,True,,True,True
cl58box16cseu080lh71qd48x,/home/shared-data/AnnotierteBilder/cl58box16cseu080lh71qd48x/cl58box16cseu080lh71qd48x.jpg,/home/shared-data/AnnotierteBilder/cl58box16cseu080lh71qd48x/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl58box16cseu080lh71qd48x/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl58box16cseu080lh71qd48x/background.png,True,True,True,True,True
cl6o2fets1kjm08xd0sqz74wg,/home/shared-data/AnnotierteBilder/cl6o2fets1kjm08xd0sqz74wg/cl6o2fets1kjm08xd0sqz74wg.jpg,/home/shared-data/AnnotierteBilder/cl6o2fets1kjm08xd0sqz74wg/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6o2fets1kjm08xd0sqz74wg/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6o2fets1kjm08xd0sqz74wg/background.png,True,True,True,True,True
cl2w7za9x0v3w079zbcg2dcb8,/home/shared-data/AnnotierteBilder/cl2w7za9x0v3w079zbcg2dcb8/cl2w7za9x0v3w079zbcg2dcb8.jpg,/home/shared-data/AnnotierteBilder/cl2w7za9x0v3w079zbcg2dcb8/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2w7za9x0v3w079zbcg2dcb8/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2w7za9x0v3w079zbcg2dcb8/background.png,True,True,True,True,True
cl7fa4nqs00x807y0314dbq6g,/home/shared-data/AnnotierteBilder/cl7fa4nqs00x807y0314dbq6g/cl7fa4nqs00x807y0314dbq6g.jpg,/home/shared-data/AnnotierteBilder/cl7fa4nqs00x807y0314dbq6g/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7fa4nqs00x807y0314dbq6g/undamaged_metal.png,,True,True,True,,True
cl768wyls02wv070x9gft35gu,/home/shared-data/AnnotierteBilder/cl768wyls02wv070x9gft35gu/cl768wyls02wv070x9gft35gu.jpg,/home/shared-data/AnnotierteBilder/cl768wyls02wv070x9gft35gu/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl768wyls02wv070x9gft35gu/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl768wyls02wv070x9gft35gu/background.png,True,True,True,True,True
cl4hhe19k10sy077x3y5rgxfk,/home/shared-data/AnnotierteBilder/cl4hhe19k10sy077x3y5rgxfk/cl4hhe19k10sy077x3y5rgxfk.jpg,/home/shared-data/AnnotierteBilder/cl4hhe19k10sy077x3y5rgxfk/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4hhe19k10sy077x3y5rgxfk/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4hhe19k10sy077x3y5rgxfk/background.png,True,True,True,True,True
cl4wtwrkg5pwb071f51oh0sgm,/home/shared-data/AnnotierteBilder/cl4wtwrkg5pwb071f51oh0sgm/cl4wtwrkg5pwb071f51oh0sgm.jpg,/home/shared-data/AnnotierteBilder/cl4wtwrkg5pwb071f51oh0sgm/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wtwrkg5pwb071f51oh0sgm/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wtwrkg5pwb071f51oh0sgm/background.png,True,True,True,True,True
cl670yh040hju07zj9r4mgjgo,/home/shared-data/AnnotierteBilder/cl670yh040hju07zj9r4mgjgo/cl670yh040hju07zj9r4mgjgo.jpg,/home/shared-data/AnnotierteBilder/cl670yh040hju07zj9r4mgjgo/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl670yh040hju07zj9r4mgjgo/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl670yh040hju07zj9r4mgjgo/background.png,True,True,True,True,True
cl58biiq56pte07zl7ddpc9h9,/home/shared-data/AnnotierteBilder/cl58biiq56pte07zl7ddpc9h9/cl58biiq56pte07zl7ddpc9h9.jpg,/home/shared-data/AnnotierteBilder/cl58biiq56pte07zl7ddpc9h9/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl58biiq56pte07zl7ddpc9h9/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl58biiq56pte07zl7ddpc9h9/background.png,True,True,True,True,True
cl4vyi2uk4lm1070c5t8bczp0,/home/shared-data/AnnotierteBilder/cl4vyi2uk4lm1070c5t8bczp0/cl4vyi2uk4lm1070c5t8bczp0.jpg,/home/shared-data/AnnotierteBilder/cl4vyi2uk4lm1070c5t8bczp0/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4vyi2uk4lm1070c5t8bczp0/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4vyi2uk4lm1070c5t8bczp0/background.png,True,True,True,True,True
